,Unnamed: 0,nan,Roadway ID,From Measure,TMC,Route Number,Direction,Community(ies),Segment Begin Location,Segment End Location,Length (miles),Lanes,Speed Limit (mph),AM Average Speed (mph),AM Congested Speed (mph),AM Delay per Mile (minutes),AM Average Travel Time Index,AM% Travel Time Index,AM Speed Index,AM Congested Minutes,PM Average Speed (mph),PM Congested Speed (mph),PM Delay per Mile (minutes),PM Average Travel Time Index,PM% Travel Time Index,PM Speed Index,PM Congested Minutes,begin lat,begin long,end lat,end long
198,201,200.0,7.0,34380.8479,129+04128,I-93,Northbound,MEDFORD,Mystic Ave/Exit 30,Mystic Valley Pkwy/Exit 31,0.290141785151,4.0,55,62.1201269266,0.0,0.042793608239400004,1.0463597422600002,1.14035087719,1.12945685321,0.0,34.2409923821,24.6994544037,0.82920873881,1.8983094670400003,3.61111111111,0.622563497857,158.49289685,42.4075336,-71.10320390000001,42.4189407,-71.1147835
199,202,201.0,7.0,34840.9985,129P04128,I-93,Northbound,MEDFORD,Mystic Valley Pkwy/Exit 31,Mystic Valley Pkwy/Exit 31,0.408357167353,4.0,55,65.0585146287,26.625,0.0398937523189,1.04521291929,1.1147540983600002,1.18288208416,0.205765727146,33.7736099755,24.0792951542,0.894182052968,2.0134063266999997,4.0,0.614065635918,167.048242028,42.4189407,-71.1147835,42.4189407,-71.1147835
200,203,202.0,7.0,35491.2628,129+04129,I-93,Northbound,MEDFORD,Mystic Valley Pkwy/Exit 31,MA-60/Exit 32,0.221967684424,4.0,55,62.650738971,22.6,0.0485993110959,1.05345924221,1.15789473684,1.1391043449299998,0.533392599178,34.5872245806,26.732707215300003,0.82565365997,1.90821902597,3.3,0.628858628737,162.71679805899998,42.4189407,-71.1147835,42.4185692,-71.1062845
201,204,203.0,7.0,35834.2658,129P04129,I-93,Northbound,MEDFORD,MA-60/Exit 32,MA-60/Exit 32,0.438126739636,4.0,55,63.3312101911,22.6595744681,0.038309271941,1.04214019914,1.13793103448,1.1514765489299998,1.2604760308399998,41.5734534778,28.0065277429,0.53413776163,1.5875515377899998,3.0,0.755880972323,96.7824238129,42.4185692,-71.1062845,42.4185692,-71.1062845
202,205,204.0,7.0,36538.5539,129+04130,I-93,Northbound,MEDFORD,MA-60/Exit 32,MA-28/Fellsway/Exit 33,0.24818221498399998,4.0,55,63.934828607700005,25.794117647100002,0.0429332441303,1.04794212261,1.1355932203399999,1.1624514292299999,1.7266187050400001,44.3214765795,28.4199175389,0.458223123835,1.5116824882799997,2.79166666667,0.805845028718,78.2463033812,42.4185692,-71.1062845,42.391851,-71.089302
203,206,205.0,7.0,36918.1135,129P04130,I-93,Northbound,MEDFORD,MA-28/Fellsway/Exit 33,MA-28/Fellsway/Exit 33,0.444991802812,4.0,55,64.038553692,21.8571428571,0.027844679563599997,1.03062914752,1.15789473684,1.16433733985,5.67196689174,41.9965354331,26.2200570342,0.519598371615,1.57155820878,3.3,0.76357337151,106.02834645700001,42.391851,-71.089302,42.391851,-71.089302
204,207,206.0,7.0,37639.2168,129+04131,I-93,Northbound,"MEDFORD, STONEHAM",MA-28/Fellsway/Exit 33,MA-28/Main St/Exit 34,1.7939925413099997,4.0,65,63.5845853056,24.3005181347,0.0345340231409,1.0379874254500001,1.40425531915,0.9782243893170001,4.766412842149999,49.0991538079,25.1533596838,0.312926077898,1.34421868569,2.75,0.755371597044,30.2239920358,42.4246147,-71.08703129999999,42.436493,-71.13255300000002
205,208,207.0,7.0,40500.6638,129P04131,I-93,Northbound,STONEHAM,MA-28/Main St/Exit 34,MA-28/Main St/Exit 34,0.126185782721,4.0,65,66.1819051669,26.125984252,0.037026997636,1.04258104728,1.7692307692299998,1.0181831564100001,9.72145439081,56.66332470890001,24.391020999299997,0.189320760589,1.2177188746799998,3.1363636363599996,0.87174345706,35.7309184994,42.48264169999999,-71.1000734,42.48264169999999,-71.1000734
206,209,208.0,7.0,40713.508,129+04132,I-93,Northbound,STONEHAM,MA-28/Main St/Exit 34,Fallon Rd/Exit 35,0.726276995958,4.0,65,63.8836705984,21.8408812729,0.082064289816,1.09574167145,3.04347826087,0.982825701514,21.2184828482,51.0473498987,24.2464975388,0.318236474381,1.3712758867800001,4.117647058819999,0.785343844595,67.595179695,42.48264169999999,-71.1000734,42.4688028,-71.1084364
207,210,209.0,7.0,41876.4828,129P04132,I-93,Northbound,STONEHAM,Fallon Rd/Exit 35,Fallon Rd/Exit 35,0.2119708243,4.0,65,59.5418015404,22.729440789499996,0.15055255092,1.1756446427399998,3.5,0.916027716005,32.5750641813,44.9155985227,24.0241776778,0.478695959959,1.55847861995,4.375,0.691009208042,92.73082772110001,42.4688028,-71.1084364,42.4688028,-71.1084364
208,211,210.0,7.0,42209.9025,129+04133,I-93,Northbound,"STONEHAM, WINCHESTER",Fallon Rd/Exit 35,Montvale Ave/Exit 36,0.432451741214,4.0,65,59.432873539,25.8491198659,0.152399445412,1.17779935298,2.8,0.9143519006,30.1484679372,46.5906383868,26.509487666,0.430669503398,1.50244775396,3.5,0.716779052105,79.2895204263,42.4688028,-71.1084364,42.4812922,-71.10836909999999
209,212,211.0,7.0,42881.8338,129P04133,I-93,Northbound,"STONEHAM, WOBURN",Montvale Ave/Exit 36,Montvale Ave/Exit 36,0.385686004896,4.0,65,59.3781983506,25.7140751658,0.165401462208,1.19572506361,2.95833333333,0.913510743855,34.4343412984,48.5850740002,25.4948750801,0.389876754858,1.4613541599200002,3.7368421052599996,0.747462676926,78.6480529023,42.4799207,-71.1150657,42.4799207,-71.1150657
210,213,212.0,7.0,43511.8089,129+04134,I-93,Northbound,"STONEHAM, WOBURN",Montvale Ave/Exit 36,I-95/MA-128/Exit 37,1.11100481069,4.0,65,50.1877675841,25.5709546627,0.299988049807,1.33498665562,3.1904761904799996,0.772119501294,66.373088685,46.4980482434,27.3322580645,0.394854353904,1.44092069519,3.04545454545,0.7153545883600001,52.126914222799996,42.4799207,-71.1150657,42.5025532,-71.1066972
211,214,213.0,7.0,45293.562999999995,129P04134,I-93,Northbound,"READING, STONEHAM",I-95/MA-128/Exit 37,I-95/MA-128/Exit 37,0.525489760645,4.0,65,49.4642313546,29.151092233000004,0.317475334877,1.35451412395,2.3928571428599996,0.7609881746870001,40.1339421613,54.3855299258,23.626234132600004,0.207712242215,1.23194533714,2.23333333333,0.836700460397,17.290925718900002,42.5229653,-70.9824505,42.5229653,-70.9824505
212,215,214.0,7.0,46132.6339,129+04135,I-93,Northbound,"READING, WILMINGTON, WOBURN",I-95/MA-128/Exit 37,MA-129/Exit 38,2.38828109774,4.0,65,67.4862257583,0.0,0.0195050977107,1.02243086237,1.078125,1.03824962705,0.0,59.9100979132,24.386746988000002,0.131935399199,1.15172570908,2.55555555556,0.921693814049,19.7013153991,42.499316,-71.1570686,42.5475339,-71.1742713
213,216,215.0,7.0,49966.0377,129P04135,I-93,Northbound,WILMINGTON,MA-129/Exit 38,MA-129/Exit 38,0.317216501977,4.0,65,67.5022480535,0.0,0.055525952544599994,1.0666311430500002,1.14285714286,1.0384961239,0.0,61.6372469636,22.4866071429,0.140104043509,1.16812485221,2.0,0.948265337901,10.8825910931,42.5475339,-71.1742713,42.5475339,-71.1742713
214,217,216.0,7.0,50469.0693,129+04136,I-93,Northbound,WILMINGTON,MA-129/Exit 38,Concord St/Exit 39,0.949266702152,4.0,65,67.7323882225,0.0,0.0162739147375,1.01871500195,1.0952380952399998,1.0420367418799998,0.0,62.286670045600005,23.659367396599997,0.0937227534708,1.10778116649,1.8648648648599997,0.9582564622399999,9.99898631526,42.5475339,-71.1742713,42.5589039,-71.1462282
215,218,217.0,7.0,51987.7586,129P04136,I-93,Northbound,WILMINGTON,Concord St/Exit 39,Concord St/Exit 39,0.279088377472,4.0,65,68.2406961471,0.0,0.022097880241400004,1.02578086028,1.09375,1.0498568637999999,0.0,63.1908112583,22.7556053812,0.0923622814249,1.107755995,1.94444444444,0.97216632705,11.0761589404,42.5589039,-71.1462282,42.5589039,-71.1462282
216,219,218.0,7.0,52427.7119,129+04137,I-93,Northbound,WILMINGTON,Concord St/Exit 39,MA-62/Exit 40,1.18722280882,4.0,65,68.2599118943,0.0,0.0218503664777,1.02549209422,1.09375,1.05015249068,0.0,63.316439181099994,23.4490644491,0.0904783416493,1.1055580652600001,2.0,0.9740990643240001,11.5857085508,42.5589039,-71.1462282,42.5480923,-71.17225859999999
217,220,219.0,7.0,54331.0868,129P04137,I-93,Northbound,WILMINGTON,MA-62/Exit 40,MA-62/Exit 40,0.263871417565,4.0,65,68.3353813559,30.8888888889,0.0329520426865,1.03899325051,1.109375,1.05131355932,0.228813559322,63.539703493100006,22.4469525959,0.09922104723089999,1.11741157256,1.97222222222,0.977533899894,10.7961007311,42.5480923,-71.17225859999999,42.5480923,-71.17225859999999
218,221,220.0,7.0,54747.2977,129+04138,I-93,Northbound,WILMINGTON,MA-62/Exit 40,MA-125/Ballardvale St/Exit 41,0.245167944227,4.0,65,66.9286720867,28.6666666667,0.039333916253400006,1.04588956896,1.12903225806,1.02967187826,0.6243902439019999,62.5511948908,22.349609375,0.102071432924,1.11908333841,2.0588235294099997,0.962326075243,12.657601977799999,42.5480923,-71.17225859999999,42.5879351,-71.1561397
219,222,221.0,7.0,55131.2865,129P04138,I-93,Northbound,WILMINGTON,MA-125/Ballardvale St/Exit 41,MA-125/Ballardvale St/Exit 41,0.602115792983,4.0,65,69.1395276569,22.4102564103,0.0227399608061,1.02690895362,1.0923076923100001,1.06368504088,0.969546302051,62.86342711,22.2266139657,0.10937960919800001,1.12943253755,2.5357142857099997,0.9671296478460001,18.6352941176,42.5879351,-71.1561397,42.5879351,-71.1561397
220,223,222.0,7.0,56091.1163,129+04139,I-93,Northbound,"ANDOVER, TEWKSBURY, WILMINGTON",MA-125/Ballardvale St/Exit 41,Dascomb Rd/Exit 42,2.5335307981999997,3.0,65,66.8412128466,24.0,0.015296838723600001,1.0173364172200001,1.07936507937,1.0283263514899998,1.50807899461,57.402106937,25.37109375,0.162904858609,1.18462550642,2.51851851852,0.883109337492,24.4245676804,42.5879351,-71.1561397,42.6306887,-71.1719409
221,224,223.0,8.0,0.0,129-04138,I-93,Southbound,"ANDOVER, TEWKSBURY, WILMINGTON",Dascomb Rd/Exit 42,MA-125/Ballardvale St/Exit 41,2.78681652131,3.0,65,54.39118402850001,24.2393162393,0.23355472882300002,1.26858793815,3.45,0.836787446592,49.9545364697,67.4016327353,29.4024390244,0.0206209333745,1.02371407338,1.11290322581,1.03694819593,1.98347107438,42.6306887,-71.1719409,42.5879351,-71.1561397
222,225,224.0,8.0,4477.7405,129N04138,I-93,Southbound,WILMINGTON,MA-125/Ballardvale St/Exit 41,MA-125/Ballardvale St/Exit 41,0.31206065339600003,4.0,65,51.8252646726,22.201561918899998,0.31266606716699996,1.3699881794799997,4.73333333333,0.7973117641940001,66.33364168979999,69.083061718,0.0,0.023449276908800002,1.02774831101,1.0923076923100001,1.06281633412,0.0,42.5879351,-71.1561397,42.5879351,-71.1561397
223,226,225.0,8.0,4958.7824,129-04137,I-93,Southbound,WILMINGTON,MA-125/Ballardvale St/Exit 41,MA-62/Exit 40,0.571966085934,4.0,65,50.5420777129,24.126573426599997,0.329986812136,1.3849846141600002,3.88888888889,0.7775704263519999,69.0960338232,67.65407920359999,0.0,0.0297216262152,1.03467523058,1.11111111111,1.04083198775,0.0,42.5879351,-71.1561397,42.5480923,-71.17225859999999
224,227,226.0,8.0,5884.3987,129N04137,I-93,Southbound,WILMINGTON,MA-62/Exit 40,MA-62/Exit 40,0.310029977589,4.0,65,51.0228485153,24.3794480755,0.31880089640799997,1.37193437914,3.88888888889,0.784966900236,66.5284348264,68.6311260363,30.0,0.0170960409375,1.0199453810899999,1.09375,1.05586347748,0.0755588204429,42.5480923,-71.17225859999999,42.5480923,-71.17225859999999
225,228,227.0,8.0,6375.1954,129-04136,I-93,Southbound,WILMINGTON,MA-62/Exit 40,Concord St/Exit 39,1.0680061780399999,4.0,65,52.2321067529,25.0954274354,0.291575885599,1.34017186653,3.33333333333,0.8035708731219999,48.8152042054,68.5171936548,0.0,0.0185497507921,1.02164137592,1.09375,1.05411067161,0.0,42.5480923,-71.17225859999999,42.5589039,-71.1462282
226,229,228.0,8.0,8084.6358,129N04136,I-93,Southbound,WILMINGTON,Concord St/Exit 39,Concord St/Exit 39,0.298255307692,4.0,65,54.9215503876,24.4873896595,0.259134005563,1.31096080668,3.27272727273,0.84494692904,39.3426356589,68.3190957505,0.0,0.0448984310207,1.05387811722,1.125,1.05106301155,0.0,42.5589039,-71.1462282,42.5589039,-71.1462282
227,230,229.0,8.0,8556.3836,129-04135,I-93,Southbound,WILMINGTON,Concord St/Exit 39,MA-129/Exit 38,1.23822907555,4.0,65,54.666633366599996,25.5131108462,0.24041878704300002,1.2804885848799998,2.91666666667,0.8410251287170001,40.2317682318,67.6689604838,0.0,0.029526593238,1.03444769211,1.11111111111,1.04106093052,0.0,42.5589039,-71.1462282,42.5475339,-71.1742713
228,231,230.0,8.0,10539.6642,129N04135,I-93,Southbound,WILMINGTON,MA-129/Exit 38,MA-129/Exit 38,0.275030445515,4.0,65,55.1105962311,25.025888019299998,0.219154631482,1.2520278262,3.0,0.847855326632,41.0503552672,67.82018025939999,29.1875,0.0151272114774,1.0173962932,1.0952380952399998,1.04338738861,0.422070784788,42.5475339,-71.1742713,42.5475339,-71.1742713
229,232,231.0,8.0,10958.1885,129-04134,I-93,Southbound,"READING, WILMINGTON, WOBURN",MA-129/Exit 38,I-95/MA-128/Exit 37,2.08207604603,4.0,65,49.8264594541,25.9536271809,0.321826538108,1.3647367431900002,2.95652173913,0.766560914678,52.0741183503,65.1571721311,22.5789473684,0.0384973357391,1.04363031384,1.13333333333,1.00241803279,3.27049180328,42.5475339,-71.1742713,42.49919089999999,-71.1598375
230,233,232.0,8.0,14313.4436,129N04134,I-93,Southbound,"READING, STONEHAM",I-95/MA-128/Exit 37,I-95/MA-128/Exit 37,0.571959627678,4.0,65,46.70808838439999,21.998849583000002,0.40222114599799996,1.45585063213,4.53333333333,0.718585975144,84.5813906345,63.9180223285,24.011673151799997,0.056349443756400004,1.06386270292,1.4782608695700001,0.9833541896700001,6.558213716109999,42.5229653,-70.9824505,42.5229653,-70.9824505
231,234,233.0,8.0,15231.3578,129-04133,I-93,Southbound,"STONEHAM, WOBURN",I-95/MA-128/Exit 37,Montvale Ave/Exit 36,1.03132164677,4.0,65,47.3895033179,23.8420593368,0.383750220899,1.4349169170200002,4.25,0.729069281814,82.9599839131,64.47027600850001,19.0425531915,0.048308500262,1.05474963363,1.36,0.991850400131,4.7898089172,42.5025532,-71.1066972,42.4799207,-71.1150657
232,235,234.0,8.0,16883.42,129N04133,I-93,Southbound,WOBURN,Montvale Ave/Exit 36,Montvale Ave/Exit 36,0.443099155677,4.0,65,43.449439347600006,22.2674305217,0.498562460746,1.56503745551,5.23076923077,0.66845291304,100.354740061,64.7672723316,17.5,0.0440408660659,1.04991298154,1.2363636363600001,0.996419574333,2.0890001088,42.4809701,-71.1326279,42.4809701,-71.1326279
233,236,235.0,8.0,17588.0595,129-04132,I-93,Southbound,"STONEHAM, WINCHESTER, WOBURN",Montvale Ave/Exit 36,Fallon Rd/Exit 35,0.447645580733,4.0,65,41.7876349562,21.1761552208,0.5267405291539999,1.57941458207,5.5,0.642886691634,95.7506620493,62.4678185745,21.1818181818,0.0514036522556,1.05654401748,1.2,0.961043362685,1.71058315335,42.4799207,-71.1150657,42.4688028,-71.1084364
234,237,236.0,8.0,18302.3357,129N04132,I-93,Southbound,STONEHAM,Fallon Rd/Exit 35,Fallon Rd/Exit 35,0.225607033865,4.0,65,40.512290326,18.8373925501,0.585509652272,1.6538191116999998,7.444444444439999,0.6232660050150001,106.03650174100001,63.7942154255,28.9166666667,0.045001758209300004,1.0502519633299998,1.1754385964899998,0.9814494680850001,0.31914893617,42.4688028,-71.1084364,42.4688028,-71.1084364
235,238,237.0,8.0,18645.2476,129-04131,I-93,Southbound,STONEHAM,Fallon Rd/Exit 35,MA-28/Main St/Exit 34,0.7362914022920001,4.0,65,37.9544797688,16.3685162847,0.685318671165,1.76527251613,8.375,0.583915073366,123.22047894299999,66.8035234719,22.8333333333,0.00263383008095,1.00294111026,1.0806451612899999,1.02774651495,0.464067031905,42.4688028,-71.1084364,42.48264169999999,-71.1000734
236,239,238.0,8.0,19823.7577,129N04131,I-93,Southbound,STONEHAM,MA-28/Main St/Exit 34,MA-28/Main St/Exit 34,0.10614637546700001,4.0,65,35.6331336066,15.553376503199999,0.801473147832,1.9083362342099996,8.5,0.548202055487,136.360769473,67.5846463292,20.3,0.00542265962708,1.00614568091,1.07936507937,1.03976378968,0.268186389541,42.48264169999999,-71.1000734,42.48264169999999,-71.1000734
237,240,239.0,8.0,20000.4908,129-04130,I-93,Southbound,"MEDFORD, STONEHAM",MA-28/Main St/Exit 34,MA-28/Fellsway/Exit 33,1.49539308192,4.0,65,31.376079404499997,16.686456119000002,1.02993186747,2.16725611646,7.555555555560001,0.48270891391500004,156.887344913,67.3388625592,22.195121951199997,0.008662999985510001,1.00981806665,1.07936507937,1.03598250091,1.01380589326,42.436493,-71.13255300000002,42.4246147,-71.08703129999999
238,241,240.0,8.0,22401.854,129N04130,I-93,Southbound,MEDFORD,MA-28/Fellsway/Exit 33,MA-28/Fellsway/Exit 33,0.738263222318,4.0,55,23.361036639899996,13.5524519717,1.6988139570899998,2.95363605065,9.85714285714,0.42474612072499995,188.54929997,66.93915174770001,13.8955223881,0.0267712080565,1.03078688926,1.0952380952399998,1.2170754863200002,1.7135549872100002,42.391851,-71.089302,42.391851,-71.089302
239,242,241.0,8.0,23584.7804,129-04129,I-93,Southbound,MEDFORD,MA-28/Fellsway/Exit 33,MA-60/Exit 32,0.250043169109,4.0,55,23.6410358964,16.0206210875,1.6556069123100001,2.87635450062,8.5,0.429837016298,195.508449155,63.205545246199996,14.5192307692,0.0669308560969,1.07585497024,1.1724137931,1.14919173175,1.3622966925,42.391851,-71.089302,42.4185692,-71.1062845
240,243,242.0,8.0,23980.7127,129N04129,I-93,Southbound,MEDFORD,MA-60/Exit 32,MA-60/Exit 32,0.419935164847,4.0,55,20.4487501255,13.7342731904,2.0518117208099995,3.3253866169200004,9.71428571429,0.371795456827,203.377170967,63.5605010065,17.893939393900002,0.0616295487331,1.0698468219,1.1724137931,1.1556454728499999,1.7714157906499999,42.4185692,-71.1062845,42.4185692,-71.1062845
241,244,243.0,8.0,24650.1718,129-04128,I-93,Southbound,MEDFORD,MA-60/Exit 32,Mystic Valley Pkwy/Exit 31,0.373844208877,4.0,55,19.7727090836,14.4602227069,2.16492033268,3.48965838258,8.625,0.359503801521,209.147659064,62.0711614606,20.5648854962,0.09706725070039998,1.11162733831,1.23214285714,1.12856657201,3.45798504179,42.4185692,-71.1062845,42.4189407,-71.1147835
242,245,244.0,8.0,25245.9958,129N04128,I-93,Southbound,MEDFORD,Mystic Valley Pkwy/Exit 31,Mystic Valley Pkwy/Exit 31,0.115845275119,4.0,55,20.1288960386,15.4757789402,2.0852670146400003,3.32854816635,7.444444444439999,0.365979927975,212.20189020700002,59.9776497696,20.8571428571,0.104850254591,1.11708278429,1.24074074074,1.09050272308,6.193548387100001,42.4189407,-71.1147835,42.4189407,-71.1147835
243,246,245.0,8.0,25426.6483,129-04127,I-93,Southbound,MEDFORD,Mystic Valley Pkwy/Exit 31,Mystic Ave/Exit 30,0.576149973597,4.0,55,20.49107674,16.1183531523,2.01901290708,3.2209141977900004,7.333333333330001,0.372565031637,212.11183819200002,61.9046946316,18.1139705882,0.060140913423699996,1.0661550047700001,1.1785714285700002,1.12553990239,7.0941099760899995,42.4189407,-71.1147835,42.4075336,-71.10320390000001
244,247,246.0,8.0,26347.3524,129N04127,I-93,Southbound,MEDFORD,Mystic Ave/Exit 30,Mystic Ave/Exit 30,0.1425905211,4.0,55,18.9592838875,14.5700194976,2.28232354957,3.58663335618,8.5,0.344714252499,214.072634271,63.7532816537,15.9233038348,0.05877508303830001,1.0666117607799999,1.30769230769,1.15915057552,8.40930232558,42.4075336,-71.10320390000001,42.4075336,-71.10320390000001
245,248,247.0,8.0,26553.9212,129-04126,I-93,Southbound,"MEDFORD, SOMERVILLE",Mystic Ave/Exit 30,MA-28,0.715536870186,4.0,55,19.503245132300002,16.03910924,2.15333418661,3.3327787021599997,7.22222222222,0.354604456951,216.29955067400002,57.725955778199996,15.7971223022,0.116316867656,1.12600993996,3.42105263158,1.04956283233,18.1679555604,42.4007087,-71.0966253,42.385837,-71.09092849999999
246,249,248.0,8.0,27718.2616,129-08582,I-93,Southbound,"BOSTON, SOMERVILLE",MA-28,Cambridge St,1.39706166206,4.0,55,20.9796768117,18.0579949378,1.8429614427599998,2.81224541872,5.9,0.381448669304,216.206999108,45.891987882600006,16.228021978,0.290468607471,1.28562746401,5.9,0.834399779683,54.7539956127,42.3559818,-71.0693805,42.3825655,-71.0782425
247,250,249.0,8.0,29124.7098,129-08581,I-93,Southbound,"BOSTON, CAMBRIDGE, SOMERVILLE",Cambridge St,I-93/US-1,1.1395782831499999,3.0,45,33.7759763434,25.5369987598,0.622564375044,1.5395557916999998,3.25,0.750577252076,118.39706332200001,35.297064085,14.4826222097,0.546011937905,1.47321034618,7.42857142857,0.7843792018889999,89.3780911291,42.3611765,-71.1169212,42.39588440000001,-71.088666
248,251,250.0,8.0,30779.2578,129N04124,I-93,Southbound,"BOSTON, CAMBRIDGE",US-1/Exit 27,US-1/Exit 27,0.15607979136800001,4.0,45,32.5038633148,24.6846372112,0.7348233065559999,1.6613409759,3.375,0.722308073663,128.867123735,30.947844538800002,13.119713261600001,0.827634571964,1.74487111477,9.0,0.687729878639,112.173330355,42.3720405,-71.0673192,42.3720405,-71.0673192
249,252,251.0,8.0,31026.4154,129-04123,I-93,Southbound,BOSTON,US-1/Exit 27,James J Storrow Memorial Dr/Exit 26B,0.200100470783,4.0,45,35.876188464,25.2658806545,0.54034299216,1.47730297641,3.1176470588200003,0.7972486325329999,105.370800761,29.090552040100004,13.5938856016,0.9304498429539999,1.82189736128,8.833333333330001,0.646456712003,132.751472834,42.3623239,-71.0564031,42.3550974,-71.07921809999999
250,253,252.0,8.0,31327.3372,129N04123,I-93,Southbound,BOSTON,James J Storrow Memorial Dr/Exit 26B,James J Storrow Memorial Dr/Exit 26B,0.107110884825,4.0,45,38.1686590129,25.3136254502,0.500541771562,1.46717232012,3.2941176470599998,0.848192422509,94.6478873239,28.2178365938,14.035185541199999,1.05488610194,1.9845603618099998,9.333333333330001,0.6270630354169999,143.640966628,42.3550974,-71.07921809999999,42.3550974,-71.07921809999999
251,254,253.0,8.0,31511.6082,129-04122,I-93,Southbound,BOSTON,James J Storrow Memorial Dr/Exit 26B,Causeway St/Exit 25,0.035013454379400004,4.0,45,39.3351727182,24.716351118800002,0.490869638578,1.47450731729,3.41176470588,0.874114949294,76.945149542,28.3100243417,15.449077490799999,1.08490785991,2.0487442645800003,9.666666666669999,0.629111652037,143.92564726700002,42.3550974,-71.07921809999999,42.3656404,-71.06078219999999
252,255,254.0,8.0,31563.7648,129-04121,I-93,Southbound,BOSTON,Causeway St/Exit 25,US-1/Exit 24,0.327301694085,4.0,45,44.3171860537,24.5465798046,0.336927420923,1.33131196391,2.8095238095200004,0.984826356749,37.8895402654,31.152238806,17.517617968299998,0.9090761445059999,1.8939248754299998,7.375,0.692271973466,128.769485904,42.3656404,-71.06078219999999,42.3623239,-71.0564031
253,256,255.0,8.0,32075.8129,129N04121,I-93,Southbound,BOSTON,US-1/Exit 24,US-1/Exit 24,0.0717096658219,4.0,45,44.0462333424,25.7025199754,0.39446308063100005,1.4076118499899999,2.95238095238,0.978805185387,53.0976339407,31.946657663699998,24.7180932855,0.910388810823,1.9407351045200003,4.13333333333,0.709925725861,158.082376772,42.3623239,-71.0564031,42.3623239,-71.0564031
254,257,256.0,8.0,32197.1582,129-04120,I-93,Southbound,BOSTON,US-1/Exit 24,High St/Congress St/Exit 23,0.31213897388,4.0,45,35.9961235615,23.050512820500003,0.699104215256,1.7224076891,4.42857142857,0.799913856922,113.385826772,24.838640582600004,19.536216408599998,1.44784919965,2.49611083963,8.85714285714,0.551969790725,192.568899043,42.3623239,-71.0564031,42.354645,-71.05491460000002
255,258,257.0,8.0,32705.9022,129N04120,I-93,Southbound,BOSTON,High St/Congress St/Exit 23,High St/Congress St/Exit 23,0.23133598006499997,3.0,45,38.9398815654,24.9166666667,0.5732,1.5924,3.8762,0.8653307014530001,98.61997940270001,24.2314610055,20.6096596769,1.5088,2.559,6.891,0.538476911232,205.85581601099997,42.354645,-71.05491460000002,42.354645,-71.05491460000002
256,259,258.0,8.0,33060.5699,129-04119,I-93,Southbound,BOSTON,High St/Congress St/Exit 23,Atlantic Ave/Exit 22,0.13673845384400002,3.0,45,43.46480564310001,24.6767895879,0.498074259917,1.5644841612399998,3.5789473684199993,0.965884569847,66.4205312922,26.0917256866,21.093675804,1.4172266543099998,2.60619020822,7.555555555560001,0.5798161263699999,192.074624287,42.354645,-71.05491460000002,42.3531282,-71.0547369
257,260,259.0,8.0,33279.2508,129-04118,I-93,Southbound,BOSTON,Atlantic Ave/Exit 22,South St/Surface Rd,0.119778474259,3.0,45,47.0450841934,27.5528068506,0.39301941767399995,1.4454220066999999,2.51851851852,1.04544631541,34.2531233026,26.9779424145,21.5528920167,1.34168620451,2.52057769844,6.181818181819999,0.5995098314339999,183.748105742,42.3531282,-71.0547369,42.3529243,-71.056241
258,261,260.0,8.0,33476.9918,129-04117,I-93,Southbound,BOSTON,South St/Surface Rd,Essex St,0.129346880954,3.0,45,46.557118825500005,24.023352794,0.406386600995,1.4605714811300001,3.5789473684199993,1.0346026405700002,44.0067288576,23.0608800482,18.722689075599998,1.71945583085,2.94871660829,6.181818181819999,0.512464001072,202.278481013,42.3529243,-71.056241,42.3523489,-71.0579917
259,262,261.0,8.0,33672.6297,129-04116,I-93,Southbound,BOSTON,Essex St,Massachusetts Tpke/Exit 20,0.43337465010399995,4.0,45,44.2237703942,27.0927573062,0.10673642173,1.08538913738,1.92,0.982750453204,44.9874955341,12.4953651828,11.2277248677,3.55178042994,3.8414243439599995,8.0,0.277674781841,231.027808903,42.3523489,-71.0579917,42.34789929999999,-71.0972694
260,263,262.0,8.0,34360.3849,129N04116,I-93,Southbound,BOSTON,Massachusetts Tpke/Exit 20,Massachusetts Tpke/Exit 20,0.0160554595026,4.0,45,51.5386163789,16.0074626866,0.180569049491,1.18357853365,1.3555555555599998,1.1453025862000001,3.40714058693,11.6190527104,9.96665547723,4.18032560609,5.24999769952,12.2,0.258201171341,229.325350155,42.34789929999999,-71.0972694,42.34789929999999,-71.0972694
261,264,263.0,8.0,34396.6647,129-04115,I-93,Southbound,BOSTON,Massachusetts Tpke/Exit 20,Massachusetts Ave/Exit 18,1.07567491393,5.0,45,51.5374837354,16.6220930233,0.09277262062210001,1.08658777925,1.6969696969699999,1.1452774163400001,12.3951556401,13.457165338800001,12.4884261599,3.3871627061000003,4.161351859030001,7.0,0.299048118641,233.532015344,42.34789929999999,-71.0972694,42.40147280000001,-71.1370383
262,265,264.0,8.0,36123.0796,129N04115,I-93,Southbound,BOSTON,Massachusetts Ave/Exit 18,Massachusetts Ave/Exit 18,0.0955398826257,4.0,45,53.610754498599995,16.2228826152,0.166797476671,1.1751373505,3.3157894736799998,1.1913500999700002,16.9967378723,19.207044410399998,18.5682883634,2.17147291696,3.2800465627999995,4.84615384615,0.42682320912,235.19754977,42.40147280000001,-71.1370383,42.40147280000001,-71.1370383
